family,level,instance,algorithm,colors_used,execution_time,valid,error,num_vertices,num_edges,density,avg_degree,metadata
map_coloring,small,map_coloring_small_1,dsatur,4,2.850001328624785e-05,True,,12,26,0.3939393939393939,4.333333333333333,"{""regions"": 12}"
map_coloring,small,map_coloring_small_1,welsh_powell,4,1.960000372491777e-05,True,,12,26,0.3939393939393939,4.333333333333333,"{""regions"": 12}"
map_coloring,small,map_coloring_small_1,smallest_last,4,6.6100008552894e-05,True,,12,26,0.3939393939393939,4.333333333333333,"{""regions"": 12}"
map_coloring,small,map_coloring_small_1,largest_first,4,8.000002708286047e-06,True,,12,26,0.3939393939393939,4.333333333333333,"{""regions"": 12}"
map_coloring,small,map_coloring_small_1,iterated_greedy,4,3.1400006264448166e-05,True,,12,26,0.3939393939393939,4.333333333333333,"{""regions"": 12}"
map_coloring,medium,map_coloring_medium_0,greedy,5,8.000002708286047e-06,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_0,dsatur,4,4.5900000259280205e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_0,welsh_powell,4,2.9000017093494534e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_0,smallest_last,4,0.00010839998139999807,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_0,largest_first,4,1.1500000255182385e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_0,iterated_greedy,5,4.770001396536827e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_1,greedy,4,7.499998901039362e-06,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_1,dsatur,4,4.650000482797623e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_1,welsh_powell,4,2.7900008717551827e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_1,smallest_last,4,0.0001109000004362315,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_1,largest_first,4,1.1299998732283711e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,medium,map_coloring_medium_1,iterated_greedy,5,4.569999873638153e-05,True,,18,44,0.2875816993464052,4.888888888888889,"{""regions"": 18}"
map_coloring,large,map_coloring_large_0,greedy,5,9.899988071992993e-06,True,,24,62,0.2246376811594203,5.166666666666667,"{""regions"": 24}"
map_coloring,large,map_coloring_large_0,dsatur,5,5.900001269765198e-05,True,,24,62,0.2246376811594203,5.166666666666667,"{""regions"": 24}"
map_coloring,large,map_coloring_large_0,welsh_powell,5,3.860000288113952e-05,True,,24,62,0.2246376811594203,5.166666666666667,"{""regions"": 24}"
map_coloring,large,map_coloring_large_0,smallest_last,5,0.00014990000636316836,True,,24,62,0.2246376811594203,5.166666666666667,"{""regions"": 24}"
map_coloring,large,map_coloring_large_0,largest_first,4,1.4499993994832039e-05,True,,24,62,0.2246376811594203,5.166666666666667,"{""regions"": 24}"
map_coloring,large,map_coloring_large_0,iterated_greedy,5,5.980001878924668e-05,True,,24,62,0.2246376811594203,5.166666666666667,"{""regions"": 24}"
futoshiki,small,futoshiki_small_0,greedy,8,2.2199994418770075e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_0,dsatur,5,0.0001280000142287463,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_0,welsh_powell,8,7.430001278407872e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_0,smallest_last,8,0.00024930000654421747,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_0,largest_first,8,2.1299987565726042e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_0,iterated_greedy,5,9.670000872574747e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_1,greedy,8,1.7200014553964138e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_1,dsatur,5,0.00010530001600272954,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_1,welsh_powell,8,6.919997395016253e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_1,smallest_last,8,0.00041539999074302614,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_1,largest_first,8,2.1799991372972727e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,small,futoshiki_small_1,iterated_greedy,6,9.600000339560211e-05,True,,25,100,0.3333333333333333,8.0,"{""size"": 5, ""num_inequalities"": 5}"
futoshiki,medium,futoshiki_medium_0,greedy,8,2.5599991204217076e-05,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_0,dsatur,6,0.0001742999884299934,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_0,welsh_powell,8,0.00010619999375194311,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_0,smallest_last,8,0.0003979999746661633,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_0,largest_first,8,3.0399998649954796e-05,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_0,iterated_greedy,7,0.0001398000167682767,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_1,greedy,8,2.5199988158419728e-05,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_1,dsatur,6,0.0001674999948590994,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_1,welsh_powell,8,0.00010689999908208847,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_1,smallest_last,8,0.00038770001265220344,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_1,largest_first,8,3.0499999411404133e-05,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,medium,futoshiki_medium_1,iterated_greedy,7,0.00014250000822357833,True,,36,180,0.2857142857142857,10.0,"{""size"": 6, ""num_inequalities"": 6}"
futoshiki,large,futoshiki_large_0,greedy,8,3.860000288113952e-05,True,,49,294,0.25,12.0,"{""size"": 7, ""num_inequalities"": 7}"
futoshiki,large,futoshiki_large_0,dsatur,7,0.00030009998590685427,True,,49,294,0.25,12.0,"{""size"": 7, ""num_inequalities"": 7}"
futoshiki,large,futoshiki_large_0,welsh_powell,8,0.00018759997328743339,True,,49,294,0.25,12.0,"{""size"": 7, ""num_inequalities"": 7}"
futoshiki,large,futoshiki_large_0,smallest_last,8,0.0007793999975547194,True,,49,294,0.25,12.0,"{""size"": 7, ""num_inequalities"": 7}"
futoshiki,large,futoshiki_large_0,largest_first,8,5.5800017435103655e-05,True,,49,294,0.25,12.0,"{""size"": 7, ""num_inequalities"": 7}"
futoshiki,large,futoshiki_large_0,iterated_greedy,8,0.00024309998843818903,True,,49,294,0.25,12.0,"{""size"": 7, ""num_inequalities"": 7}"
kakuro,small,kakuro_small_0,greedy,5,2.1500018192455173e-05,True,,48,109,0.09663120567375887,4.541666666666667,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_0,dsatur,5,0.00014620000729337335,True,,48,109,0.09663120567375887,4.541666666666667,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_0,welsh_powell,6,8.719999459572136e-05,True,,48,109,0.09663120567375887,4.541666666666667,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_0,smallest_last,5,0.0004067000118084252,True,,48,109,0.09663120567375887,4.541666666666667,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_0,largest_first,5,3.090000245720148e-05,True,,48,109,0.09663120567375887,4.541666666666667,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_0,iterated_greedy,5,0.0001264000020455569,True,,48,109,0.09663120567375887,4.541666666666667,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_1,greedy,5,1.960000372491777e-05,True,,48,94,0.08333333333333333,3.9166666666666665,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_1,dsatur,5,0.0001362999901175499,True,,48,94,0.08333333333333333,3.9166666666666665,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_1,welsh_powell,5,7.769998046569526e-05,True,,48,94,0.08333333333333333,3.9166666666666665,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_1,smallest_last,5,0.00040210000588558614,True,,48,94,0.08333333333333333,3.9166666666666665,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_1,largest_first,5,2.8399983420968056e-05,True,,48,94,0.08333333333333333,3.9166666666666665,"{""rows"": 8, ""cols"": 8}"
kakuro,small,kakuro_small_1,iterated_greedy,5,0.00011659998563118279,True,,48,94,0.08333333333333333,3.9166666666666665,"{""rows"": 8, ""cols"": 8}"
kakuro,medium,kakuro_medium_0,greedy,5,3.0099996365606785e-05,True,,77,153,0.052289815447710185,3.9740259740259742,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_0,dsatur,5,0.00022539999918080866,True,,77,153,0.052289815447710185,3.9740259740259742,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_0,welsh_powell,5,0.00012730000889860094,True,,77,153,0.052289815447710185,3.9740259740259742,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_0,smallest_last,5,0.0008368999988306314,True,,77,153,0.052289815447710185,3.9740259740259742,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_0,largest_first,5,4.499999340623617e-05,True,,77,153,0.052289815447710185,3.9740259740259742,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_0,iterated_greedy,5,0.00018149998504668474,True,,77,153,0.052289815447710185,3.9740259740259742,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_1,greedy,5,2.889998722821474e-05,True,,80,136,0.043037974683544304,3.4,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_1,dsatur,5,0.00021579998428933322,True,,80,136,0.043037974683544304,3.4,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_1,welsh_powell,5,0.00012069998774677515,True,,80,136,0.043037974683544304,3.4,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_1,smallest_last,5,0.0008903999987524003,True,,80,136,0.043037974683544304,3.4,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_1,largest_first,5,4.7299981815740466e-05,True,,80,136,0.043037974683544304,3.4,"{""rows"": 10, ""cols"": 10}"
kakuro,medium,kakuro_medium_1,iterated_greedy,5,0.0002135000249836594,True,,80,136,0.043037974683544304,3.4,"{""rows"": 10, ""cols"": 10}"
kakuro,large,kakuro_large_0,greedy,6,5.2000017603859305e-05,True,,121,241,0.033195592286501374,3.9834710743801653,"{""rows"": 12, ""cols"": 12}"
kakuro,large,kakuro_large_0,dsatur,5,0.0004265999887138605,True,,121,241,0.033195592286501374,3.9834710743801653,"{""rows"": 12, ""cols"": 12}"
kakuro,large,kakuro_large_0,welsh_powell,5,0.00022960000205785036,True,,121,241,0.033195592286501374,3.9834710743801653,"{""rows"": 12, ""cols"": 12}"
kakuro,large,kakuro_large_0,smallest_last,5,0.00230540000484325,True,,121,241,0.033195592286501374,3.9834710743801653,"{""rows"": 12, ""cols"": 12}"
kakuro,large,kakuro_large_0,largest_first,5,9.759998647496104e-05,True,,121,241,0.033195592286501374,3.9834710743801653,"{""rows"": 12, ""cols"": 12}"
kakuro,large,kakuro_large_0,iterated_greedy,5,0.0003979999746661633,True,,121,241,0.033195592286501374,3.9834710743801653,"{""rows"": 12, ""cols"": 12}"
custom_graph,sparse,custom_graph_sparse_0,greedy,3,1.1900003300979733e-05,True,,30,18,0.041379310344827586,1.2,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_0,dsatur,3,6.829999620094895e-05,True,,30,18,0.041379310344827586,1.2,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_0,welsh_powell,3,4.099999205209315e-05,True,,30,18,0.041379310344827586,1.2,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_0,smallest_last,3,0.00021430000197142363,True,,30,18,0.041379310344827586,1.2,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_0,largest_first,3,1.850002445280552e-05,True,,30,18,0.041379310344827586,1.2,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_0,iterated_greedy,3,7.059998461045325e-05,True,,30,18,0.041379310344827586,1.2,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_1,greedy,4,1.0499992640689015e-05,True,,30,20,0.04597701149425287,1.3333333333333333,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_1,dsatur,3,6.590000702999532e-05,True,,30,20,0.04597701149425287,1.3333333333333333,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_1,welsh_powell,3,4.1099992813542485e-05,True,,30,20,0.04597701149425287,1.3333333333333333,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_1,smallest_last,3,0.0002204999909736216,True,,30,20,0.04597701149425287,1.3333333333333333,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_1,largest_first,3,2.1500018192455173e-05,True,,30,20,0.04597701149425287,1.3333333333333333,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,sparse,custom_graph_sparse_1,iterated_greedy,3,7.550002192147076e-05,True,,30,20,0.04597701149425287,1.3333333333333333,"{""nodes"": 30, ""edge_prob"": 0.05}"
custom_graph,medium,custom_graph_medium_0,greedy,4,1.829999382607639e-05,True,,40,62,0.07948717948717948,3.1,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_0,dsatur,3,0.00012469998910091817,True,,40,62,0.07948717948717948,3.1,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_0,welsh_powell,4,7.450001430697739e-05,True,,40,62,0.07948717948717948,3.1,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_0,smallest_last,3,0.0004076999903190881,True,,40,62,0.07948717948717948,3.1,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_0,largest_first,4,3.120000474154949e-05,True,,40,62,0.07948717948717948,3.1,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_0,iterated_greedy,4,0.00012399998377077281,True,,40,62,0.07948717948717948,3.1,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_1,greedy,4,1.969997538253665e-05,True,,40,74,0.09487179487179487,3.7,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_1,dsatur,4,0.0001542000100016594,True,,40,74,0.09487179487179487,3.7,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_1,welsh_powell,3,7.54999928176403e-05,True,,40,74,0.09487179487179487,3.7,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_1,smallest_last,3,0.0004417999880388379,True,,40,74,0.09487179487179487,3.7,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_1,largest_first,4,3.460000152699649e-05,True,,40,74,0.09487179487179487,3.7,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,medium,custom_graph_medium_1,iterated_greedy,4,0.00013880000915378332,True,,40,74,0.09487179487179487,3.7,"{""nodes"": 40, ""edge_prob"": 0.08}"
custom_graph,dense,custom_graph_dense_0,greedy,5,3.0399998649954796e-05,True,,50,133,0.10857142857142857,5.32,"{""nodes"": 50, ""edge_prob"": 0.12}"
custom_graph,dense,custom_graph_dense_0,dsatur,4,0.00023990002227947116,True,,50,133,0.10857142857142857,5.32,"{""nodes"": 50, ""edge_prob"": 0.12}"
custom_graph,dense,custom_graph_dense_0,welsh_powell,5,0.00012060001608915627,True,,50,133,0.10857142857142857,5.32,"{""nodes"": 50, ""edge_prob"": 0.12}"
custom_graph,dense,custom_graph_dense_0,smallest_last,5,0.0007449999975506216,True,,50,133,0.10857142857142857,5.32,"{""nodes"": 50, ""edge_prob"": 0.12}"
custom_graph,dense,custom_graph_dense_0,largest_first,5,5.319999763742089e-05,True,,50,133,0.10857142857142857,5.32,"{""nodes"": 50, ""edge_prob"": 0.12}"
custom_graph,dense,custom_graph_dense_0,iterated_greedy,5,0.00021180001203902066,True,,50,133,0.10857142857142857,5.32,"{""nodes"": 50, ""edge_prob"": 0.12}"
